standid,longitude,latitude,main_species,vol_m3_per_ha,age_years,size_in_ha
4658500,25.6211,64.1026,pine,58,48,3.5
14571500,25.6977,63.9278,pine,111,43,0.5
22634000,25.5810,64.1054,spruce,204,96,0.7
22633500,25.5989,64.1068,spruce,197,95,2.4
18511000,25.4796,64.0421,spruce,39,22,4.4
18693000,25.3891,64.2805,other,151,59,0.6
14571000,25.7542,63.9122,pine,124,47,0.7
14570000,25.7160,63.8956,pine,51,49,1.2
14462000,25.5979,63.7918,spruce,151,47,1.0
14453000,25.6013,63.8994,pine,137,63,5.1
14570500,25.6348,63.8988,pine,156,46,1.7
14453500,25.6074,63.8154,pine,46,20,0.6
14460000,25.5705,63.8092,pine,229,75,1.6
14233000,25.4872,63.8992,pine,63,23,0.9
14452000,25.4839,63.8124,pine,119,42,1.8
14230000,25.5043,63.8691,pine,193,75,2.2
14233500,25.4377,63.8675,pine,111,57,1.5
14462500,25.4385,63.7888,pine,273,84,3.0
14461500,25.5729,63.7462,pine,188,72,1.3
14460500,25.5651,63.7540,pine,173,71,0.7
18267500,25.2348,63.6908,pine,168,62,0.8
18267000,25.1550,63.6825,pine,105,35,0.9
5699000,24.7342,64.3720,pine,63,53,0.8
18519000,25.6496,64.3902,pine,117,80,1.0
6011500,25.6719,64.3684,pine,83,67,2.7
18937500,25.6956,64.2614,pine,120,47,0.6
6034500,25.6713,64.2845,pine,68,79,1.3
18528500,25.8244,64.2809,pine,151,72,0.5
18529000,25.8179,64.3052,pine,116,85,0.6
18693500,25.4587,64.3086,pine,142,74,3.5
4651500,25.4245,64.2905,pine,97,49,2.0
18943000,25.7785,64.2452,spruce,256,101,3.4
20493000,25.2675,64.3300,pine,79,27,1.4
22066000,26.1486,64.2543,pine,120,81,5.2
18709500,25.3366,64.1867,pine,101,75,0.7
22069500,26.2213,64.1869,pine,119,100,0.7
14382500,26.4543,64.2228,pine,131,89,0.9
6009000,25.7047,64.1697,pine,156,87,1.6
18966000,26.0089,64.3050,pine,111,80,3.7
5188000,25.9197,64.0136,pine,105,48,1.2
19009000,26.4892,64.3102,pine,92,58,0.9
4614000,24.4070,64.2409,spruce,222,87,0.8
5196500,25.8567,63.8748,pine,135,83,2.0
5740000,25.8068,63.7656,spruce,55,22,1.7
5742000,25.7969,63.8099,birch,122,41,3.3
14476000,25.7473,63.8055,pine,165,73,6.7
13963500,25.4759,63.6872,pine,101,47,2.7
13971500,25.2470,63.6371,pine,112,58,0.7
17137500,25.5124,63.9921,pine,93,50,2.8
13970000,25.2805,63.6581,spruce,172,54,1.3
28576500,25.4458,63.7525,pine,133,62,2.3
13969500,25.2249,63.6623,pine,117,57,1.8
18268000,25.0907,63.6876,pine,174,66,0.8
5719000,26.2330,63.7175,birch,66,59,0.7
5716500,26.2081,63.7809,pine,133,73,1.3
5722500,26.1577,63.7328,pine,165,45,1.1
5755000,26.1934,63.6729,spruce,149,60,0.9
5742500,26.0034,63.7277,birch,81,40,1.6
5729500,26.1124,63.5804,spruce,107,18,1.2
5705000,25.8399,63.5990,spruce,197,78,0.9
5756000,26.0406,63.4585,spruce,87,86,0.6
5738000,26.0504,63.7573,spruce,55,24,3.3
5738500,25.9714,63.7469,pine,107,24,1.6
5740500,25.9223,63.7445,pine,152,87,1.5
5741000,25.8760,63.7425,spruce,43,25,0.7
5744000,25.7991,63.7273,spruce,111,33,1.8
18291500,25.7471,63.7082,spruce,218,60,0.7
18292000,25.6533,63.6525,other,214,56,0.7
18292500,25.7413,63.6567,pine,103,31,1.8
18293000,25.7351,63.6497,other,123,70,2.5
18283000,25.7154,63.6220,pine,73,53,1.7
18283500,25.6750,63.6227,pine,125,65,1.0
18294500,25.6351,63.6159,pine,118,59,3.2
18282500,25.6811,63.5664,pine,160,56,1.7
5720500,26.0409,63.7421,spruce,178,66,0.6
5743000,25.9956,63.7239,pine,102,67,1.8
14197000,25.6543,63.5316,pine,128,53,1.4
14196500,25.6340,63.5288,pine,104,38,3.6
18293500,25.6816,63.6563,pine,85,32,1.2
14193500,25.6140,63.5506,pine,156,51,1.4
14194000,25.5593,63.5444,pine,142,67,1.4
18281500,25.7039,63.5684,spruce,207,65,1.4
18280500,25.6993,63.5551,pine,93,32,2.8
22169500,25.1166,63.5251,pine,32,41,1.8
22168000,25.0675,63.5443,pine,95,55,1.4
22168500,25.0233,63.5506,pine,116,51,0.8
22171000,24.9874,63.5507,other,160,58,1.6
22170500,24.9028,63.5371,pine,73,47,1.6
22222500,24.1425,63.9858,pine,69,61,2.3
22026000,24.1653,63.9807,pine,59,37,0.9
22028500,24.1367,63.9830,pine,112,67,2.3
22027500,24.1576,63.9704,pine,97,54,1.0
22222000,24.1146,64.0166,spruce,172,73,0.6
22127500,23.8185,64.0475,pine,108,56,0.5
22125500,23.7824,64.0456,pine,206,64,0.6
22126000,23.7682,64.0415,pine,131,67,1.3
22127000,23.8592,64.0360,other,184,62,2.7
22128000,23.9112,64.0300,pine,80,49,1.6
22130000,23.7892,64.0114,pine,144,75,1.3
22129500,23.8825,63.9939,pine,74,34,0.6
22052000,23.7314,63.9898,pine,157,66,1.7
22130500,23.8282,63.9803,pine,126,74,0.8
22131500,23.8392,63.9987,pine,80,51,0.8
22131000,23.8430,63.9928,pine,98,34,1.2
19215000,24.5096,62.5502,spruce,177,62,1.2
13830500,23.5281,63.3376,other,103,41,1.8
13807500,23.5727,63.3402,pine,32,22,1.5
13796500,23.6656,63.3126,pine,93,60,2.0
15537500,23.7445,63.3291,pine,108,70,6.4
13793000,23.7320,63.2992,pine,87,63,0.7
13800500,23.6043,63.3165,pine,176,75,0.8
13806500,23.4119,63.3250,other,192,55,0.9
27363500,22.4350,62.8418,pine,160,48,0.9
27468500,22.4068,62.7986,pine,125,68,0.7
27469500,22.4322,62.7951,pine,124,59,0.7
27468000,22.4834,62.8058,spruce,152,58,0.6
12817500,22.5998,62.7134,spruce,211,85,0.9
27445000,22.5736,62.7083,pine,334,91,2.1
27470000,22.5055,62.7896,spruce,274,71,0.7
27444500,22.4795,62.7508,spruce,162,58,1.9
27467500,22.3828,62.7979,pine,215,66,1.8
27365000,22.4028,62.8234,spruce,167,39,0.9
27484000,22.3369,62.7965,pine,170,45,1.8
27484500,22.3221,62.7842,pine,186,60,0.6
27443500,22.3248,62.7244,spruce,67,27,1.1
27482500,22.3035,62.7487,pine,208,69,0.9
27482000,22.2988,62.7738,spruce,382,104,2.9
27483500,22.2181,62.7510,pine,111,31,2.2
27442000,22.2476,62.7045,spruce,139,59,0.7
13307000,22.2508,62.6924,spruce,236,73,2.0
13299500,22.1644,62.6747,pine,201,96,2.7
1468500,22.1254,62.6781,pine,148,102,0.8
26373000,22.1327,62.6806,pine,39,15,0.5
1468000,22.0873,62.6803,pine,171,53,1.7
1469500,22.0262,62.6554,pine,165,51,0.8
13866500,21.8615,62.6817,spruce,284,114,1.8
16820500,21.9281,62.6327,pine,176,82,2.0
16819500,21.9325,62.6331,pine,31,12,0.5
16820000,21.9230,62.6293,pine,137,78,0.7
13848000,21.8730,62.6208,spruce,171,62,0.6
13865000,21.8679,62.6544,pine,196,79,0.9
13865500,21.8509,62.6541,pine,147,39,0.9
13867000,21.8397,62.6888,pine,191,67,4.3
2254000,21.8732,62.5802,pine,188,95,2.1
13276000,22.2726,62.6365,spruce,119,59,0.8
13276500,22.2328,62.6368,pine,106,70,0.7
13277000,22.2064,62.6345,pine,28,11,1.4
13285500,22.1701,62.5362,pine,208,67,1.3
13280500,22.1265,62.5964,pine,101,53,0.8
13283000,22.1585,62.5439,pine,265,80,1.4
13284000,22.1715,62.5527,pine,71,30,3.2
13279500,22.0763,62.6086,pine,192,64,0.9
13297500,22.1731,62.6298,pine,151,67,5.4
1427500,22.0620,62.6369,spruce,179,88,1.7
13281500,22.0511,62.5679,pine,60,18,1.3
13281000,22.0425,62.5907,spruce,253,82,0.7
16819000,21.9430,62.5786,pine,67,48,0.8
1433000,21.9608,62.6745,pine,91,50,1.2
774500,22.6416,62.6525,pine,152,86,0.8
794000,22.6515,62.6137,pine,134,63,0.5
776000,22.6458,62.6392,spruce,134,88,0.7
774000,22.6331,62.6678,pine,23,105,1.3
777000,22.6731,62.6372,pine,36,19,4.7
775500,22.5480,62.6796,pine,140,40,0.6
793500,22.4090,62.6879,pine,122,119,1.3
13307500,22.3757,62.6460,spruce,274,97,0.8
906000,22.5902,62.5144,pine,154,49,3.0
13306000,22.2707,62.6652,pine,212,60,0.6
13305000,22.2572,62.6569,pine,139,30,0.7
1466500,22.2732,62.6904,pine,97,27,1.0
13289000,21.9877,62.5541,spruce,41,20,0.9
13869500,21.9073,62.5404,pine,159,65,0.6
13925000,21.8033,62.5749,spruce,242,93,1.6
13924000,21.8050,62.5601,pine,24,11,3.1
13924500,21.7520,62.5151,pine,78,41,0.9
12942500,22.8755,62.6175,pine,160,102,1.6
900500,22.8140,62.6235,birch,138,53,0.7
899000,22.7857,62.6041,pine,199,91,1.7
12819000,22.7156,62.6695,pine,84,30,2.8
1635000,23.1600,62.4563,birch,83,26,1.3
12970000,23.1114,62.3167,pine,89,40,0.8
894000,22.9637,62.4716,pine,188,60,0.6
893500,23.0379,62.4334,pine,197,46,2.6
21720000,23.2373,62.4085,pine,180,95,1.7
21720500,23.2346,62.4034,pine,132,75,0.9
19220500,23.1949,62.4304,pine,79,74,0.6
12963500,22.8991,62.3868,pine,88,38,0.6
12964000,22.8879,62.3775,pine,49,21,2.0
12969000,23.0042,62.3837,spruce,230,78,1.2
1660500,23.0825,62.4351,birch,104,46,1.3
894500,23.0686,62.4357,birch,90,52,0.5
1658000,23.1350,62.4005,pine,108,65,0.6
12974000,23.0683,62.3706,pine,85,76,1.2
12973000,23.0622,62.3653,spruce,157,71,0.7
21329500,23.2068,62.3674,spruce,207,69,0.8
12971500,23.1287,62.3389,spruce,288,77,1.0
8625000,23.0487,62.3291,pine,153,45,1.8
12967500,22.9546,62.2989,pine,73,71,1.6
896500,22.8244,62.5792,pine,132,29,1.0
897500,22.8521,62.5754,spruce,185,56,0.8
930500,22.8057,62.5240,spruce,117,82,0.6
881500,22.7902,62.5250,pine,70,100,0.5
912500,22.7683,62.4070,pine,33,20,3.3
922000,22.7446,62.3941,pine,177,72,3.5
911000,22.7418,62.4264,pine,66,12,0.9
912000,22.6498,62.4002,pine,43,35,3.5
907000,22.6302,62.5213,spruce,179,89,1.7
904500,22.5633,62.4910,pine,181,44,0.9
14152500,22.5832,62.4474,pine,75,57,1.0
14154000,22.5525,62.4258,pine,111,53,2.1
16581500,22.5839,62.3819,pine,350,88,2.4
1454500,22.5379,62.4795,pine,135,62,0.7
905000,22.5334,62.5197,pine,62,15,0.6
14153500,22.5137,62.4169,pine,157,56,2.0
14153000,22.4720,62.4433,pine,36,16,2.3
16582500,22.5179,62.3409,pine,140,68,1.2
1658500,23.0832,62.4896,pine,88,72,0.9
12843500,23.0060,62.5412,pine,59,55,1.5
893000,23.0173,62.4785,pine,134,40,0.9
12843000,23.0026,62.5357,pine,41,50,0.6
12832000,22.9669,62.5598,pine,33,18,1.1
887000,22.9217,62.5108,pine,53,19,2.5
25678500,22.7097,62.3019,pine,175,67,7.1
12965000,22.9264,62.3347,pine,253,81,1.4
12962000,22.8309,62.3216,pine,200,83,0.9
12961000,22.8171,62.3438,spruce,194,54,0.9
922500,22.7247,62.3858,pine,86,72,1.3
25676500,22.7077,62.3312,pine,109,39,2.7
14373500,22.4400,62.3906,pine,151,83,1.1
14375500,22.4236,62.4261,pine,117,58,1.2
18066500,22.3806,62.3497,pine,162,60,2.7
14374000,22.4119,62.4076,pine,134,56,0.5
14373000,22.3979,62.4106,pine,101,73,4.8
897000,22.6654,62.5568,pine,114,64,1.9
14372500,22.3765,62.4103,pine,100,52,1.2
14364500,22.3951,62.4395,pine,115,44,0.6
14374500,22.3382,62.4330,pine,130,43,1.2
18068000,22.3577,62.3602,pine,141,46,0.8
18069000,22.3564,62.3586,pine,156,84,0.8
18067000,22.2965,62.3697,pine,84,60,2.2
14375000,22.2947,62.4273,spruce,46,13,2.6
1370000,22.4667,62.4142,pine,115,38,1.6
14365500,22.3837,62.4510,pine,50,19,0.9
884000,22.9504,62.5292,pine,177,34,4.2
886000,22.9412,62.5448,pine,37,17,0.9
27366500,22.4093,62.8436,spruce,169,34,0.8
27366000,22.3809,62.8401,spruce,122,70,0.9
13867500,21.8345,62.5444,spruce,186,85,4.2
13868500,21.8450,62.5322,other,77,43,0.5
15990500,22.0695,62.5230,spruce,259,99,2.1
1451500,22.3186,62.5245,pine,84,28,2.4
1451000,22.3321,62.5222,pine,156,48,0.9
13288500,21.9659,62.5087,spruce,160,98,1.3
1450500,22.4159,62.5364,spruce,181,106,2.5
15990000,22.1131,62.5147,pine,167,97,2.5
13287500,22.1967,62.5071,spruce,25,11,0.8
13869000,21.8875,62.5030,pine,40,43,1.4
1454000,22.4758,62.5055,pine,136,76,1.9
13287000,22.1592,62.4832,pine,47,15,1.7
15989500,22.1479,62.5037,pine,132,49,0.6
14364000,22.3621,62.4630,pine,140,39,1.2
15991000,22.1075,62.4762,spruce,258,90,1.3
25941500,21.8992,62.3685,pine,140,97,0.8
24935500,21.7948,62.4143,pine,170,51,2.2
24935000,21.8245,62.4140,spruce,326,94,1.3
25134500,21.8031,62.3728,pine,116,44,1.5
24934000,21.7893,62.4297,pine,89,33,2.3
24933000,21.7256,62.3899,pine,71,30,0.7
25136500,21.7486,62.3821,pine,48,29,1.0
18067500,22.3007,62.3908,pine,151,60,0.7
14376000,22.2633,62.4203,pine,118,66,0.8
18068500,22.2660,62.3806,pine,190,36,2.1
13286000,22.1853,62.4709,pine,282,87,0.7
25865000,22.1967,62.3419,spruce,142,42,1.7
25864000,22.1797,62.3652,spruce,131,72,0.9
25910000,22.1504,62.3850,spruce,252,95,1.4
25945000,22.1082,62.3818,pine,20,28,2.1
25944000,22.0706,62.3909,spruce,119,53,0.9
13267000,22.0450,62.4171,pine,134,67,2.6
13266000,22.0441,62.4072,spruce,146,73,1.4
13266500,21.9520,62.4107,pine,189,42,0.7
25943500,22.0052,62.3847,pine,68,113,0.9
25941000,21.9591,62.3529,pine,243,89,1.5
25942000,21.9603,62.3542,pine,124,61,1.8
18139000,21.8986,62.4308,pine,97,44,0.9
13265500,21.9381,62.4075,pine,157,87,1.1
27692000,22.2531,62.6146,pine,237,93,0.9
895500,22.9600,62.4225,pine,147,52,6.2
25137000,21.6728,62.3645,pine,80,32,4.0
25138000,21.6028,62.4064,pine,109,103,1.0
25139500,21.6592,62.3663,spruce,352,74,1.0
24878500,22.4348,62.2498,pine,140,77,1.9
24878000,22.4214,62.2415,pine,111,60,3.2
25859500,22.5340,62.3129,pine,147,50,0.7
25859000,22.4804,62.3047,pine,153,76,0.8
24880500,22.4093,62.2663,pine,109,49,1.2
25937500,22.3700,62.2550,pine,157,95,0.6
25934500,22.3593,62.2820,pine,87,82,0.6
25935000,22.3439,62.2891,pine,105,71,2.1
25863500,22.3217,62.3077,pine,149,69,0.5
25936000,22.2948,62.2628,pine,133,32,0.6
25866500,22.2822,62.3199,pine,160,81,1.3
25933000,22.2186,62.2999,pine,132,75,2.1
25803500,21.8830,62.3133,pine,192,102,0.8
25135500,21.8218,62.3406,pine,90,29,2.5
25135000,21.8023,62.3550,pine,146,51,1.5
25912000,22.1208,62.3356,pine,48,22,1.2
25912500,22.0671,62.3396,pine,93,69,0.7
25910500,21.9630,62.3137,pine,85,26,1.4
25942500,21.9392,62.3405,pine,147,104,0.6
25802500,22.1352,62.2631,pine,48,39,1.9
25863000,22.1577,62.2956,pine,47,16,2.1
25217000,22.0994,62.1937,pine,52,49,6.3
25216000,22.1216,62.2077,pine,45,25,0.7
25215500,22.1094,62.2311,pine,147,75,2.3
26011000,22.0467,62.1954,spruce,128,74,1.2
25214500,22.0531,62.2071,spruce,100,70,1.5
26015000,21.9815,62.1824,pine,163,71,1.7
25801000,21.9703,62.2951,pine,154,61,4.2
25256500,21.9574,62.2256,pine,99,58,3.7
25257500,21.9467,62.2236,spruce,236,98,1.1
25989500,21.8269,62.2174,pine,149,81,0.5
25987000,21.9046,62.2544,pine,151,83,1.3
25224000,21.8228,62.2928,pine,142,38,0.6
25258000,21.8742,62.1916,pine,109,50,1.3
25985500,21.8441,62.2235,pine,183,66,0.5
25224500,21.7952,62.2831,spruce,187,93,3.3
25223000,21.7627,62.2990,pine,164,80,2.0
25225000,21.7475,62.2621,pine,190,46,0.7
25225500,21.7667,62.2622,pine,69,20,2.3
12955500,22.2986,62.2169,pine,34,20,2.0
12954500,22.3551,62.1955,pine,168,81,0.5
12952500,22.2165,62.1974,pine,116,43,2.1
25217500,22.1889,62.1730,pine,38,52,0.8
12958500,22.3165,62.1661,spruce,265,83,2.3
12956500,22.2465,62.1211,pine,147,80,1.6
25897500,22.1294,62.1219,pine,112,58,0.8
26012000,22.0946,62.1628,pine,134,91,2.6
26011500,22.1147,62.1641,pine,96,49,0.6
13850000,21.7502,62.6364,pine,131,62,1.1
13848500,21.7316,62.6556,spruce,243,99,1.1
2253000,21.7399,62.5874,pine,91,68,0.6
13920000,21.6921,62.5929,spruce,27,9,0.9
13928500,21.7334,62.5748,pine,119,80,1.5
13925500,21.7209,62.5403,pine,146,75,0.9
13928000,21.6985,62.5611,spruce,233,78,2.3
13920500,21.6895,62.5782,pine,38,14,1.7
13926500,21.6743,62.5471,spruce,278,67,1.7
13926000,21.6857,62.5137,pine,161,78,2.9
13921500,21.6310,62.5590,pine,79,23,2.2
24819000,21.6186,62.5248,pine,27,18,0.9
24891000,21.6750,62.4330,pine,86,23,1.1
24891500,21.6757,62.4184,pine,150,73,0.5
24819500,21.6449,62.4892,pine,98,49,6.3
24820500,21.6010,62.5052,spruce,209,57,1.5
24820000,21.6254,62.4838,spruce,295,69,0.9
24892000,21.6538,62.4316,spruce,120,33,0.8
24821000,21.5583,62.4643,pine,257,109,1.7
24892500,21.5832,62.4307,pine,217,66,1.4
14198000,24.0034,62.6142,pine,160,55,3.3
21753000,24.3979,62.7549,pine,132,62,0.8
21751000,24.3616,62.7864,pine,115,67,5.6
17073500,24.2905,62.6878,pine,182,83,0.5
17072000,24.2846,62.6793,pine,179,69,2.0
17074500,24.2612,62.6965,pine,242,64,1.3
17966500,24.1588,62.6579,pine,141,46,0.6
17963500,24.1306,62.6485,pine,26,16,0.8
21462500,24.0402,62.6200,pine,74,21,1.4
21956000,24.0795,62.6103,pine,99,42,3.8
2475500,23.9171,62.4933,pine,47,22,2.5
21765000,24.0406,62.5636,spruce,137,56,1.1
21588000,23.9882,62.5848,pine,44,50,1.7
17080500,24.0100,62.5787,spruce,274,78,0.6
22369000,24.2211,62.7378,pine,38,17,1.1
22368000,24.1999,62.7145,pine,170,58,0.8
22832000,23.8950,62.5345,pine,76,20,0.7
2475000,23.8797,62.5179,spruce,291,100,0.5
22779500,24.4353,62.5559,pine,26,15,3.4
17012000,24.2920,62.5161,pine,154,45,0.6
21752500,24.4574,62.7500,pine,115,62,3.6
17070500,24.4171,62.7305,pine,223,94,0.8
17070000,24.4304,62.7005,pine,111,51,1.0
17072500,24.2960,62.6477,other,45,15,0.6
17007000,24.3321,62.5786,pine,33,83,2.1
17071000,24.3819,62.6327,pine,135,64,1.3
17005500,24.3536,62.5983,pine,142,54,1.3
17074000,24.3024,62.6187,pine,109,61,0.7
19214500,24.4241,62.5951,pine,151,38,1.1
18380500,24.3710,62.5626,pine,235,89,2.0
17964000,24.1884,62.6074,pine,126,80,0.7
17967000,24.1810,62.5945,pine,141,48,1.6
2474500,23.9385,62.5018,pine,171,46,1.9
17007500,24.2057,62.5503,pine,141,95,6.6
21920500,24.0371,62.5356,pine,170,36,1.0
21764000,24.1948,62.5064,pine,135,71,4.1
18380000,24.2550,62.5087,spruce,37,21,0.5
17008000,24.2527,62.5291,pine,36,17,0.8
21625500,24.0479,62.4881,other,67,18,1.1
21627500,24.0327,62.4772,spruce,136,26,0.6
21626000,24.1683,62.4813,pine,209,97,0.9
2474000,23.9825,62.4838,pine,117,49,0.6
21626500,24.0374,62.4622,pine,178,53,1.8
21625000,24.1638,62.4646,pine,58,16,1.2
21762000,24.0210,62.4371,pine,118,48,1.4
21761000,24.0703,62.4213,pine,100,39,2.2
21761500,23.9852,62.3969,pine,178,73,1.1
998500,23.0360,63.2771,pine,188,71,5.1
18431000,23.3800,62.4091,pine,73,61,1.5
13801000,23.4691,63.2842,pine,175,81,0.7
13801500,23.5193,63.2740,pine,99,72,1.2
13803000,23.5255,63.2905,pine,151,90,1.1
13797000,23.6388,63.2875,pine,146,72,0.6
13803500,23.6006,63.2886,pine,294,89,2.8
13932000,23.7770,63.2754,pine,20,64,0.6
13885500,23.6057,63.2714,spruce,154,78,0.8
1503000,23.4572,63.2531,spruce,123,119,1.9
13886000,23.6015,63.2319,other,224,60,0.7
1009000,23.1599,63.3253,pine,35,76,2.7
994000,23.2994,63.3036,pine,191,43,1.1
1008000,23.0836,63.2825,pine,215,65,2.6
995500,23.3215,63.2745,birch,65,62,0.5
13271000,23.1346,63.2454,pine,162,87,1.2
730500,23.2816,63.3203,pine,22,16,0.6
996000,23.3653,63.2303,pine,136,71,1.1
13269000,23.1467,63.1944,pine,82,22,0.8
979500,23.2505,63.2240,pine,143,48,9.0
13878500,23.3539,63.2013,pine,95,39,5.7
13249000,23.4680,63.1853,other,83,62,1.2
13248500,23.4321,63.2079,pine,45,20,0.8
13877500,23.3023,63.1697,other,126,24,1.1
13878000,23.3143,63.1751,pine,94,56,0.8
13272500,23.2508,63.1760,spruce,161,73,0.6
13253000,22.9740,63.1470,pine,133,82,0.8
13271500,23.2844,63.1340,other,126,49,0.5
25502000,23.2357,63.1075,spruce,314,87,1.7
13876000,23.3034,63.1459,pine,48,17,0.9
13272000,23.2275,63.1880,pine,66,54,2.1
27240000,22.9372,63.2183,pine,23,25,1.0
13269500,23.0858,63.2449,pine,104,72,2.1
13875000,23.0067,63.2132,pine,142,78,1.5
27241000,22.9453,63.2033,spruce,347,84,1.3
13252000,23.0688,63.1844,pine,168,78,1.0
27243500,22.8627,63.1595,pine,140,68,1.0
13897000,22.9224,63.1212,pine,23,30,0.8
13250500,23.1085,63.1373,spruce,167,57,2.4
13874500,23.0523,63.1927,pine,49,39,5.6
13245500,22.9860,63.1635,pine,30,114,0.7
13250000,23.0363,63.1155,other,135,68,2.1
25568500,23.0338,63.0807,spruce,80,36,1.8
982000,23.1986,63.2898,pine,82,31,0.6
15534500,23.7148,63.2691,pine,136,81,0.8
25499500,23.2162,63.1868,spruce,92,38,0.5
13885000,23.9491,63.1581,pine,98,61,0.5
13792500,23.9172,63.2202,pine,82,62,0.8
13792000,23.8705,63.2429,pine,139,66,0.7
13794500,23.8726,63.2095,pine,178,71,0.6
25095000,24.2180,63.0191,pine,142,77,0.8
25096500,24.1951,63.0058,pine,155,68,5.3
24048500,24.0882,63.0712,spruce,150,71,0.8
24049000,24.1602,63.0562,pine,75,64,2.8
24037000,24.0974,63.1056,pine,90,70,2.2
24962000,24.0378,63.0009,pine,99,27,1.2
25499000,23.5320,63.1101,other,44,25,0.5
13783000,23.9812,63.1337,spruce,140,73,0.8
24048000,24.0630,63.0529,pine,107,54,0.8
13831000,23.9176,63.1351,pine,34,19,0.7
25498500,23.4726,63.1352,other,139,59,0.8
25497000,23.4336,63.1121,pine,234,68,1.5
25763500,23.4074,62.9948,pine,66,48,1.4
1504000,23.5528,63.2177,pine,134,32,1.2
1504500,23.5723,63.2127,pine,288,92,0.6
1497500,23.5365,63.2260,pine,94,50,1.5
25767000,23.4558,62.9690,spruce,180,74,0.7
24959500,23.4275,62.9536,pine,173,83,1.0
8866500,23.3718,63.1628,pine,106,96,0.8
8868500,23.4171,63.1455,birch,183,66,1.2
24959000,23.3598,62.9602,other,117,32,1.8
24805500,23.2191,62.9449,pine,239,72,1.5
24804000,23.1752,62.9589,spruce,242,85,0.7
1007500,23.1556,63.2807,pine,25,13,1.2
25492500,23.9506,63.0747,other,205,64,6.0
25493500,23.9806,63.0560,pine,160,63,6.2
25494000,23.9883,63.0405,spruce,74,41,0.6
24961000,23.9692,63.0244,pine,77,52,1.7
25491000,23.9156,63.0825,pine,212,88,1.3
25491500,23.9193,63.0878,pine,263,82,0.9
8627500,23.8684,63.1608,spruce,159,52,1.0
25525500,23.8403,63.1394,pine,238,70,2.2
25526000,23.8459,63.1294,pine,29,13,2.1
25046000,23.8903,63.0261,other,288,68,0.5
25047500,23.8425,62.9789,pine,80,62,2.6
25528500,23.8361,63.0994,other,75,33,0.7
25527500,23.7451,63.0687,pine,63,62,0.8
25046500,23.7710,62.9970,pine,247,74,1.1
25080000,23.7631,62.9724,pine,72,33,0.7
25526500,23.7288,63.0762,pine,75,50,0.5
25528000,23.7032,63.0774,other,30,19,6.0
25490500,23.8661,63.0662,pine,235,73,1.3
25767500,23.6285,62.9887,pine,138,55,2.2
25764500,23.5988,63.0046,pine,37,17,2.7
25766500,23.5676,62.9731,pine,75,34,1.5
8867000,23.6056,63.2734,pine,196,55,0.6
25203000,24.2445,62.9877,pine,172,76,2.6
24963000,24.0251,62.9554,pine,26,12,0.6
25204500,24.1912,62.9642,pine,117,65,1.2
19262500,24.1439,62.9491,pine,142,52,1.5
24963500,24.0898,62.9636,other,240,63,0.8
18167000,24.0495,62.9385,pine,180,58,0.8
17649500,24.1650,62.9160,spruce,194,92,1.7
19263000,24.2581,62.9259,pine,153,63,0.7
19262000,24.2639,62.9297,pine,302,78,0.9
18169000,24.1222,62.9303,pine,159,61,5.9
18166000,24.1231,62.9155,pine,97,57,1.7
18168500,24.1150,62.9150,pine,152,34,1.0
22244000,24.1374,62.9132,pine,314,83,0.5
23223000,24.1353,62.8981,pine,161,73,1.4
18169500,24.0520,62.9082,pine,156,84,2.9
17617500,24.1953,62.8706,pine,77,42,1.0
25078500,23.6598,62.9674,pine,209,66,1.0
22192500,24.2350,62.8689,pine,298,80,1.8
22193500,24.2588,62.8631,pine,74,23,1.3
17618000,24.1546,62.8854,pine,162,60,1.0
18168000,24.0585,62.8599,pine,184,61,1.2
18166500,24.0624,62.8739,pine,171,67,1.3
22194000,24.2753,62.8795,pine,142,53,1.5
1403500,23.5420,62.7849,pine,99,32,1.1
1419500,23.5022,62.8891,pine,51,26,2.0
24953500,23.5499,62.9507,other,157,67,0.9
1423500,23.6173,62.7505,spruce,139,75,0.5
1399500,23.3893,62.8849,pine,192,56,0.6
1412000,23.3959,62.8279,birch,52,21,0.9
24967000,23.4092,62.9277,pine,35,22,0.9
24966000,23.4171,62.9248,pine,43,72,0.7
24966500,23.4206,62.9199,other,92,29,0.6
24967500,23.4840,62.9039,pine,201,76,0.9
1400000,23.3962,62.8597,pine,140,45,2.4
24964000,23.3506,62.9007,pine,76,45,1.1
1547000,23.3297,62.8808,pine,180,111,0.8
1522500,23.3598,62.8697,pine,72,52,1.6
1413000,23.3620,62.7807,pine,41,39,2.7
1546500,23.2355,62.8700,spruce,173,113,0.5
1555500,23.2798,62.8064,pine,78,40,6.7
1522000,23.3094,62.8874,pine,75,59,0.8
24962500,23.9895,62.9721,other,186,73,1.7
25049000,23.9437,62.9558,pine,190,81,0.8
25047000,23.9079,62.9685,birch,89,42,4.0
25048500,23.9130,62.9557,pine,39,34,1.5
650500,23.9009,62.7721,pine,144,56,1.0
17033500,23.8779,62.9209,pine,147,70,1.8
17413500,23.8930,62.7153,pine,169,100,1.5
18135500,23.9277,62.8521,pine,165,58,1.3
25079500,23.6788,62.9637,pine,185,85,4.9
644500,23.7474,62.9382,spruce,255,110,1.7
25082000,23.6743,62.9017,pine,159,70,2.8
1404500,23.6537,62.8807,pine,98,54,1.7
25082500,23.6531,62.9256,pine,81,62,0.7
1425000,23.6704,62.7342,pine,132,50,2.1
